motor_angle_deg,ambient_temp_c,elapsed_time_min,raw_phase_deg,raw_mag_dB,phase_drift_error_deg,true_phase_deg,true_mag_dB,predicted_drift_deg,calibrated_phase_deg
-106.0,23.448,104.871,-116.0067,-27.9967,2.9685,-117.9887,-28.4368,2.9636,-118.9703
-105.0,23.448,104.887,-116.1055,-28.9232,2.9691,-119.1713,-29.4691,2.9636,-119.0691
-104.0,23.448,104.903,-116.3731,-31.0789,2.9696,-120.2849,-30.5992,2.9636,-119.3367
-103.0,23.449,104.919,-118.7124,-32.1579,2.9702,-121.3282,-31.8354,2.9622,-121.6746
-102.0,23.449,104.935,-120.0087,-33.4788,2.9707,-122.2996,-33.1893,2.9622,-122.9709
-101.0,23.449,104.951,-120.4755,-34.1471,2.9713,-123.1981,-34.6763,2.9622,-123.4377
-100.0,23.449,104.967,-121.0617,-36.7041,2.9719,-124.0225,-36.3172,2.962,-124.0237
-99.0,23.45,104.983,-124.4096,-38.5155,2.9724,-124.7715,-38.1403,2.9612,-127.3708
-98.0,23.45,104.999,-121.7791,-40.6335,2.973,-125.4444,-40.1849,2.9617,-124.7408
-97.0,23.45,105.015,-123.7431,-41.406,2.9735,-126.0402,-42.5073,2.982,-126.7251
-96.0,23.451,105.031,-121.6917,-45.2473,2.9741,-126.5581,-45.1904,2.9814,-124.6731
-95.0,23.451,105.047,-123.1362,-48.1523,2.9747,-126.9975,-48.3643,2.981,-126.1172
-94.0,23.451,105.063,-122.6274,-50.4562,2.9752,-127.3578,-50.0,2.9811,-125.6085
-93.0,23.451,105.079,-126.1792,-49.6163,2.9758,-127.6385,-50.0,2.9808,-129.16
-92.0,23.452,105.095,-125.42,-50.7095,2.9764,-127.8392,-50.0,2.9805,-128.4005
-91.0,23.452,105.111,-126.8466,-50.3916,2.9769,-127.9598,-50.0,2.9805,-129.8271
-90.0,23.452,105.127,-126.0803,-50.2925,2.9775,-128.0,-50.0,2.9804,-129.0607
-89.0,23.452,105.143,-123.1036,-49.9125,2.9781,-127.9598,-50.0,2.9806,-126.0842
-88.0,23.453,105.159,-122.6294,-50.3172,2.9786,-127.8392,-50.0,2.9809,-125.6103
-87.0,23.453,105.175,-126.3815,-49.3904,2.9792,-127.6385,-50.0,2.9805,-129.362
-86.0,23.453,105.191,-125.0654,-49.7987,2.9798,-127.3578,-50.0,2.9804,-128.0458
-85.0,23.454,105.207,-124.1314,-48.6401,2.9803,-126.9975,-48.3643,2.9804,-127.1118
-84.0,23.454,105.223,-122.6988,-44.7914,2.9809,-126.5581,-45.1904,2.9811,-125.6799
-83.0,23.454,105.239,-125.6984,-42.6646,2.9815,-126.0402,-42.5073,2.9808,-128.6792
-82.0,23.454,105.255,-124.8668,-40.4211,2.9821,-125.4444,-40.1849,2.9808,-127.8476
-81.0,23.455,105.271,-121.0545,-37.782,2.9826,-124.7715,-38.1403,2.9815,-124.036
-80.0,23.455,105.287,-123.9628,-37.2983,2.9832,-124.0225,-36.3172,2.9808,-126.9436
-79.0,23.455,105.303,-120.8846,-34.3824,2.9838,-123.1981,-34.6763,2.9817,-123.8663
-78.0,23.455,105.319,-119.0722,-33.4746,2.9844,-122.2996,-33.1893,2.9816,-122.0538
-77.0,23.456,105.335,-117.7197,-32.1213,2.9849,-121.3282,-31.8354,2.9839,-120.7036
-76.0,23.456,105.351,-117.512,-29.8159,2.9855,-120.2849,-30.5992,2.9839,-120.4959
-75.0,23.456,105.367,-116.7338,-29.6816,2.9861,-119.1713,-29.4691,2.9841,-119.7179
-74.0,23.457,105.383,-113.7352,-28.0545,2.9867,-117.9887,-28.4368,2.9856,-116.7208
-73.0,23.457,105.399,-113.3237,-27.3846,2.9872,-116.7387,-27.4963,2.9865,-116.3102
-72.0,23.457,105.415,-113.4056,-26.4902,2.9878,-115.4229,-26.6434,2.9865,-116.3921
-71.0,23.457,105.431,-110.998,-25.976,2.9884,-114.043,-25.8758,2.9914,-113.9894
-70.0,23.458,105.447,-109.0371,-25.3137,2.989,-112.6008,-25.1926,2.9916,-112.0287
-69.0,23.458,105.463,-105.5312,-23.9832,2.9896,-111.0982,-24.5944,2.9931,-108.5243
-68.0,23.458,105.479,-105.3673,-23.7107,2.9902,-109.537,-24.0829,2.9931,-108.3604
-67.0,23.459,105.495,-103.1067,-23.8613,2.9907,-107.9193,-23.6615,2.9935,-106.1002
-66.0,23.459,105.511,-104.1717,-23.7535,2.9913,-106.2471,-23.3351,2.9935,-107.1652
-65.0,23.459,105.527,-102.3171,-23.3444,2.9919,-104.5227,-23.1106,2.9943,-105.3114
-64.0,23.46,105.543,-100.1088,-22.6046,2.9925,-102.7483,-22.9972,2.9944,-103.1032
-63.0,23.46,105.559,-98.1483,-22.5355,2.9931,-100.926,-23.007,2.9944,-101.1427
-62.0,23.46,105.575,-97.5767,-22.9345,2.9937,-99.0583,-23.1565,2.9943,-100.571
-61.0,23.46,105.591,-92.2544,-24.1149,2.9943,-97.1475,-23.4681,2.9945,-95.2489
-60.0,23.461,105.607,-90.8763,-23.672,2.9949,-95.1962,-23.9735,2.9946,-93.8709
-59.0,23.461,105.623,-90.6697,-24.1974,2.9954,-93.2066,-24.7188,2.9948,-93.6645
-58.0,23.461,105.639,-87.2229,-25.7063,2.996,-91.1815,-25.7758,2.9953,-90.2182
-57.0,23.462,105.655,-85.7924,-26.4732,2.9966,-89.1234,-27.2651,2.9984,-88.7908
-56.0,23.462,105.671,-82.9578,-29.944,2.9972,-87.0348,-29.4156,2.9982,-85.956
-55.0,23.462,105.687,-83.9371,-32.4805,2.9978,-84.9185,-32.7544,2.9984,-86.9355
-54.0,23.463,105.703,-79.9972,-39.4951,2.9984,-82.7771,-39.087,2.9986,-82.9958
-53.0,23.463,105.719,-77.7014,-49.5766,2.999,-80.6133,-50.0,2.9988,-80.7002
-52.0,23.463,105.735,-74.4948,-36.1611,2.9996,-78.4299,-36.4062,2.9991,-77.4939
-51.0,23.463,105.751,-74.172,-30.0976,3.0002,-76.2296,-30.8182,2.9994,-77.1714
-50.0,23.464,105.767,-74.7642,-27.2828,3.0008,-74.0152,-27.4827,2.9997,-77.7639
-49.0,23.464,105.783,-70.4105,-25.3425,3.0014,-71.7894,-25.1809,2.9986,-73.4091
-48.0,23.464,105.799,-66.6446,-23.7095,3.002,-69.555,-23.5131,2.9986,-69.6432
-47.0,23.465,105.815,-64.2164,-22.404,3.0026,-67.3149,-22.3039,2.9986,-67.215
-46.0,23.465,105.831,-59.5429,-21.6725,3.0032,-65.0717,-21.4682,2.9986,-62.5415
-45.0,23.465,105.847,-58.9505,-20.4275,3.0038,-62.8284,-20.9663,2.9986,-61.9491
-44.0,23.466,105.863,-57.461,-20.2782,3.0044,-60.5877,-20.7884,2.9974,-60.4584
-43.0,23.466,105.879,-55.3959,-21.5487,3.005,-58.3523,-20.95,2.9973,-58.3932
-42.0,23.466,105.895,-51.4631,-21.4811,3.0056,-56.125,-21.4965,2.9973,-54.4604
-41.0,23.467,105.911,-51.7876,-22.494,3.0062,-53.9086,-22.519,2.997,-54.7846
-40.0,23.467,105.927,-48.9094,-24.5116,3.0068,-51.7058,-24.1991,2.997,-51.9064
-39.0,23.467,105.943,-48.1457,-26.768,3.0074,-49.5192,-26.9433,2.997,-51.1427
-38.0,23.467,105.959,-42.2152,-31.3936,3.008,-47.3516,-31.978,3.0178,-45.233
-37.0,23.468,105.975,-41.6081,-49.6433,3.0087,-45.2055,-50.0,3.0169,-44.625
-36.0,23.468,105.991,-41.1356,-33.1612,3.0093,-43.0836,-33.7,3.0168,-44.1524
-35.0,23.468,106.007,-38.1502,-27.2702,3.0099,-40.9884,-26.9828,3.0171,-41.1673
-34.0,23.469,106.023,-35.1475,-23.3251,3.0105,-38.9225,-23.3397,3.0168,-38.1643
-33.0,23.469,106.039,-34.2532,-21.2881,3.0111,-36.8883,-20.9818,3.0167,-37.2699
-32.0,23.469,106.055,-32.6782,-19.3076,3.0117,-34.8882,-19.4034,3.0159,-35.6941
-31.0,23.47,106.071,-30.8938,-18.272,3.0123,-32.9247,-18.4038,3.0159,-33.9097
-30.0,23.47,106.087,-27.4786,-17.5179,3.0129,-31.0,-17.9018,3.0161,-30.4947
-29.0,23.47,106.103,-26.64,-17.3581,3.0136,-29.1164,-17.8835,3.0162,-29.6562
-28.0,23.471,106.119,-24.9427,-18.1185,3.0142,-27.2762,-18.3941,3.0163,-27.959
-27.0,23.471,106.135,-24.4708,-19.906,3.0148,-25.4815,-19.562,3.0162,-27.487
-26.0,23.471,106.151,-20.6024,-22.23,3.0154,-23.7342,-21.6892,3.0161,-23.6185
-25.0,23.472,106.167,-19.2924,-25.4053,3.016,-22.0366,-25.6133,3.0161,-22.3085
-24.0,23.472,106.183,-17.8563,-35.0334,3.0166,-20.3905,-35.6336,3.0164,-20.8727
-23.0,23.472,106.199,-15.4823,-32.5376,3.0173,-18.7977,-32.5277,3.0166,-18.4989
-22.0,23.473,106.215,-13.1203,-24.2196,3.0179,-17.2602,-23.6086,3.0181,-16.1384
-21.0,23.473,106.231,-11.7087,-18.4923,3.0185,-15.7795,-19.3262,3.0181,-14.7268
-20.0,23.473,106.247,-10.5092,-16.4556,3.0191,-14.3574,-16.6513,3.0191,-13.5283
-19.0,23.474,106.263,-10.3367,-14.827,3.0197,-12.9954,-14.8954,3.0212,-13.3579
-18.0,23.474,106.279,-9.5252,-14.2767,3.0204,-11.695,-13.8095,3.0223,-12.5475
-17.0,23.474,106.295,-9.0026,-13.2971,3.021,-10.4577,-13.3036,3.0224,-12.025
-16.0,23.475,106.311,-7.1528,-13.1066,3.0216,-9.2846,-13.3813,3.0234,-10.1762
-15.0,23.475,106.327,-5.1255,-13.9413,3.0222,-8.1772,-14.1425,3.0237,-8.1492
-14.0,23.475,106.343,-5.293,-16.1337,3.0229,-7.1364,-15.8618,3.0242,-8.3172
-13.0,23.476,106.359,-2.9958,-19.3463,3.0235,-6.1634,-19.3235,3.0244,-6.0202
-12.0,23.476,106.375,-3.6832,-28.661,3.0241,-5.2592,-28.4146,3.0245,-6.7077
-11.0,23.476,106.391,-3.8913,-25.7092,3.0248,-4.4245,-26.3749,3.0247,-6.916
-10.0,23.477,106.407,0.5942,-16.2687,3.0254,-3.6603,-16.6267,3.0262,-2.432
-9.0,23.477,106.423,-0.6528,-12.0024,3.026,-2.9672,-11.7926,3.0262,-3.679
-8.0,23.477,106.439,-0.5748,-9.0209,3.0266,-2.3459,-8.5535,3.0269,-3.6017
-7.0,23.478,106.455,-0.4102,-6.0521,3.0273,-1.7967,-6.1632,3.0271,-3.4373
-6.0,23.478,106.471,2.3422,-4.5262,3.0279,-1.3203,-4.3291,3.0275,-0.6853
-5.0,23.478,106.487,4.1741,-3.0736,3.0285,-0.9168,-2.9063,3.0278,1.1463
-4.0,23.479,106.503,1.8379,-2.2676,3.0292,-0.5866,-1.8135,3.0277,-1.1898
-3.0,23.479,106.519,2.3766,-1.406,3.0298,-0.3298,-1.0014,3.0287,-0.6521
-2.0,23.479,106.535,4.4914,-0.3744,3.0305,-0.1465,-0.4395,3.0291,1.4623
-1.0,23.48,106.551,0.2788,-0.2158,3.0311,-0.0366,-0.1091,3.0355,-2.7567
0.0,23.48,106.567,5.982,0.9986,3.0317,0.0,0.0,3.0361,2.9459
1.0,23.48,106.583,6.662,0.1286,3.0324,-0.0365,-0.1091,3.0362,3.6258
2.0,23.481,106.599,-1.1723,-0.9002,3.033,-0.1458,-0.4395,3.0355,-4.2078
3.0,23.481,106.615,2.5599,-1.6157,3.0336,-0.3275,-1.0014,3.0357,-0.4758
4.0,23.482,106.631,1.3747,-1.6542,3.0343,-0.5812,-1.8135,3.0357,-1.661
5.0,23.482,106.647,1.7315,-3.0651,3.0349,-0.9062,-2.9063,3.036,-1.3045
6.0,23.482,106.663,1.106,-3.7965,3.0356,-1.302,-4.3291,3.036,-1.93
7.0,23.483,106.679,2.4861,-6.0505,3.0362,-1.7678,-6.1632,3.0362,-0.5501
8.0,23.483,106.695,0.5653,-9.3465,3.0369,-2.3027,-8.5535,3.0361,-2.4708
9.0,23.483,106.711,-1.2348,-12.2004,3.0375,-2.906,-11.7926,3.0357,-4.2705
10.0,23.484,106.727,-0.7967,-16.8968,3.0381,-3.5766,-16.6267,3.0357,-3.8324
11.0,23.484,106.743,-0.5024,-26.1981,3.0388,-4.3134,-26.3749,3.0358,-3.5382
12.0,23.484,106.759,-3.8515,-28.8357,3.0394,-5.1154,-28.4146,3.0347,-6.8862
13.0,23.485,106.775,-5.4106,-19.2624,3.0401,-5.9813,-19.3235,3.0344,-8.445
14.0,23.485,106.791,-0.88,-16.3962,3.0407,-6.9099,-15.8618,3.0357,-3.9157
15.0,23.485,106.807,-5.822,-14.1401,3.0414,-7.8998,-14.1425,3.0344,-8.8564
16.0,23.486,106.823,-6.1136,-13.2333,3.042,-8.9496,-13.3813,3.0339,-9.1475
17.0,23.486,106.839,-7.6118,-12.719,3.0427,-10.0578,-13.3036,3.0336,-10.6454
18.0,23.487,106.855,-7.3574,-13.7112,3.0433,-11.2229,-13.8095,3.0336,-10.391
19.0,23.487,106.871,-6.7401,-15.2221,3.044,-12.4433,-14.8954,3.0338,-9.7739
20.0,23.487,106.887,-9.8027,-16.0541,3.0447,-13.7173,-16.6513,3.0328,-12.8355
21.0,23.488,106.903,-14.2754,-19.3995,3.0453,-15.0431,-19.3262,3.0549,-17.3303
22.0,23.488,106.919,-15.4493,-23.2992,3.046,-16.4191,-23.6086,3.0536,-18.5029
23.0,23.488,106.935,-15.3951,-32.7729,3.0466,-17.8433,-32.5277,3.0536,-18.4487
24.0,23.489,106.951,-16.6689,-35.5973,3.0473,-19.3139,-35.6336,3.053,-19.7219
25.0,23.489,106.967,-20.3639,-25.9338,3.0479,-20.8289,-25.6133,3.0529,-23.4168
26.0,23.489,106.983,-18.1088,-21.5603,3.0486,-22.3864,-21.6892,3.0531,-21.1619
27.0,23.49,106.999,-22.5645,-19.2404,3.0493,-23.9843,-19.562,3.052,-25.6165
28.0,23.49,107.015,-20.3308,-18.592,3.0499,-25.6206,-18.3941,3.0519,-23.3827
29.0,23.491,107.031,-21.5117,-18.1039,3.0506,-27.2932,-17.8835,3.0519,-24.5636
30.0,23.491,107.047,-26.3211,-17.7591,3.0512,-29.0,-17.9018,3.0519,-29.373
31.0,23.491,107.063,-27.0284,-18.7338,3.0519,-30.7387,-18.4038,3.052,-30.0804
32.0,23.492,107.079,-31.3026,-20.0105,3.0526,-32.5073,-19.4034,3.053,-34.3556
33.0,23.492,107.095,-30.3146,-20.8406,3.0532,-34.3033,-20.9818,3.0529,-33.3675
34.0,23.492,107.111,-33.8181,-23.3828,3.0539,-36.1247,-23.3397,3.053,-36.8711
35.0,23.493,107.127,-36.5455,-27.0344,3.0546,-37.9692,-26.9828,3.054,-39.5995
36.0,23.493,107.143,-37.2132,-33.4916,3.0552,-39.8344,-33.7,3.054,-40.2672
37.0,23.494,107.159,-39.3608,-49.7357,3.0559,-41.718,-50.0,3.0549,-42.4157
38.0,23.494,107.175,-41.049,-32.0424,3.0566,-43.6178,-31.978,3.0549,-44.1039
39.0,23.494,107.191,-41.0496,-27.3924,3.0572,-45.5314,-26.9433,3.055,-44.1046
40.0,23.495,107.207,-45.5765,-24.4545,3.0579,-47.4564,-24.1991,3.0566,-48.6331
41.0,23.495,107.223,-43.7295,-22.285,3.0586,-49.3906,-22.519,3.057,-46.7865
42.0,23.496,107.239,-50.2599,-21.4419,3.0592,-51.3315,-21.4965,3.0584,-53.3183
43.0,23.496,107.255,-47.7939,-21.17,3.0599,-53.2769,-20.95,3.0584,-50.8523
44.0,23.496,107.271,-53.6886,-21.1022,3.0606,-55.2244,-20.7884,3.0584,-56.747
45.0,23.497,107.287,-54.1118,-20.7192,3.0613,-57.1716,-20.9663,3.0585,-57.1703
46.0,23.497,107.303,-56.7896,-21.5569,3.0619,-59.1162,-21.4682,3.0584,-59.848
47.0,23.497,107.319,-58.5089,-22.0028,3.0626,-61.0559,-22.3039,3.0595,-61.5684
48.0,23.498,107.335,-58.7231,-23.1613,3.0633,-62.9884,-23.5131,3.069,-61.7921
49.0,23.498,107.351,-59.5977,-25.3061,3.064,-64.9114,-25.1809,3.0689,-62.6666
50.0,23.499,107.367,-61.9722,-27.1028,3.0646,-66.8226,-27.4827,3.069,-65.0412
51.0,23.499,107.383,-66.2618,-30.7628,3.0653,-68.7198,-30.8182,3.0692,-69.331
52.0,23.499,107.399,-67.2583,-36.2991,3.066,-70.6007,-36.4062,3.0692,-70.3275
53.0,23.5,107.415,-70.5696,-50.8755,3.0667,-72.4632,-50.0,3.0693,-73.6389
54.0,23.5,107.431,-72.7249,-39.4753,3.0674,-74.305,-39.087,3.0695,-75.7944
55.0,23.501,107.447,-74.7753,-33.1211,3.068,-76.1239,-32.7544,3.0702,-77.8455
56.0,23.501,107.463,-75.5056,-29.543,3.0687,-77.918,-29.4156,3.0702,-78.5758
57.0,23.501,107.479,-76.2412,-27.2194,3.0694,-79.685,-27.2651,3.0706,-79.3118
58.0,23.502,107.495,-81.2207,-25.7137,3.0701,-81.423,-25.7758,3.0702,-84.2909
59.0,23.502,107.511,-80.1287,-24.6045,3.0708,-83.13,-24.7188,3.0697,-83.1984
60.0,23.503,107.527,-79.4584,-24.2475,3.0715,-84.8038,-23.9735,3.0697,-82.5281
61.0,23.503,107.543,-81.6878,-23.1916,3.0721,-86.4428,-23.4681,3.0695,-84.7573
62.0,23.503,107.559,-85.8498,-22.4328,3.0728,-88.0448,-23.1565,3.0696,-88.9194
63.0,23.504,107.575,-88.63,-23.1483,3.0735,-89.6082,-23.007,3.0777,-91.7077
64.0,23.504,107.591,-87.3671,-23.2626,3.0742,-91.1311,-22.9972,3.0777,-90.4448
65.0,23.505,107.607,-93.013,-23.3848,3.0749,-92.6118,-23.1106,3.0776,-96.0906
66.0,23.505,107.623,-89.3077,-23.3009,3.0756,-94.0485,-23.3351,3.0779,-92.3856
67.0,23.505,107.639,-92.6838,-23.8718,3.0763,-95.4397,-23.6615,3.0778,-95.7616
68.0,23.506,107.655,-90.9599,-24.775,3.077,-96.7838,-24.0829,3.0779,-94.0378
69.0,23.506,107.671,-97.592,-25.1771,3.0777,-98.0792,-24.5944,3.0777,-100.6697
70.0,23.507,107.687,-94.8689,-24.7846,3.0784,-99.3245,-25.1926,3.0779,-97.9468
71.0,23.507,107.703,-97.59,-25.3631,3.0791,-100.5183,-25.8758,3.0777,-100.6677
72.0,23.507,107.719,-99.0759,-26.0034,3.0797,-101.6591,-26.6434,3.0778,-102.1537
73.0,23.508,107.735,-101.7201,-27.4057,3.0804,-102.7458,-27.4963,3.0779,-104.798
74.0,23.508,107.751,-99.8023,-28.8332,3.0811,-103.7771,-28.4368,3.078,-102.8803
75.0,23.509,107.767,-100.6557,-29.6443,3.0818,-104.7518,-29.4691,3.078,-103.7337
76.0,23.509,107.783,-99.9086,-31.1957,3.0825,-105.6688,-30.5992,3.078,-102.9866
77.0,23.509,107.799,-101.9318,-32.4474,3.0832,-106.5271,-31.8354,3.0778,-105.0096
78.0,23.51,107.815,-105.1327,-33.0872,3.0839,-107.3258,-33.1893,3.0797,-108.2124
79.0,23.51,107.831,-106.4851,-34.4607,3.0846,-108.0639,-34.6763,3.0786,-109.5637
80.0,23.511,107.847,-107.7081,-35.5338,3.0853,-108.7407,-36.3172,3.0892,-110.7973
81.0,23.511,107.863,-104.0594,-38.1735,3.086,-109.3552,-38.1403,3.0907,-107.1501
82.0,23.512,107.879,-107.9875,-40.7281,3.0867,-109.907,-40.1849,3.0893,-111.0768
83.0,23.512,107.895,-105.0875,-42.556,3.0874,-110.3953,-42.5073,3.0903,-108.1778
84.0,23.512,107.911,-106.9439,-45.3034,3.0882,-110.8196,-45.1904,3.09,-110.0339
85.0,23.513,107.927,-107.5957,-48.5608,3.0889,-111.1794,-48.3643,3.0897,-110.6854
86.0,23.513,107.943,-108.8451,-49.8625,3.0896,-111.4744,-50.0,3.0892,-111.9343
87.0,23.514,107.959,-107.6229,-50.4858,3.0903,-111.7042,-50.0,3.0884,-110.7113
88.0,23.514,107.975,-108.8007,-49.9477,3.091,-111.8685,-50.0,3.0882,-111.8889
89.0,23.514,107.991,-109.4292,-49.7394,3.0917,-111.9671,-50.0,3.0885,-112.5177
90.0,23.515,108.007,-107.8636,-49.4321,3.0924,-112.0,-50.0,3.0887,-110.9523
91.0,23.515,108.023,-109.09,-49.8758,3.0931,-111.9671,-50.0,3.0884,-112.1784
92.0,23.516,108.039,-109.9721,-49.5828,3.0938,-111.8685,-50.0,3.0967,-113.0688
93.0,23.516,108.055,-107.7099,-50.1776,3.0945,-111.7042,-50.0,3.0969,-110.8068
94.0,23.517,108.071,-108.4751,-50.1217,3.0952,-111.4744,-50.0,3.0965,-111.5716
95.0,23.517,108.087,-107.3501,-47.8251,3.096,-111.1794,-48.3643,3.0973,-110.4474
96.0,23.517,108.103,-108.4037,-45.739,3.0967,-110.8196,-45.1904,3.0966,-111.5003
97.0,23.518,108.119,-109.1116,-42.6685,3.0974,-110.3953,-42.5073,3.0969,-112.2085
98.0,23.518,108.135,-104.2063,-39.7336,3.0981,-109.907,-40.1849,3.0984,-107.3047
99.0,23.519,108.151,-103.9365,-38.2247,3.0988,-109.3552,-38.1403,3.0988,-107.0353
100.0,23.519,108.167,-104.3154,-36.4314,3.0995,-108.7407,-36.3172,3.0988,-107.4142
101.0,23.52,108.183,-105.5454,-34.7825,3.1003,-108.0639,-34.6763,3.0995,-108.6449
102.0,23.52,108.199,-104.6753,-33.1425,3.101,-107.3258,-33.1893,3.1002,-107.7755
103.0,23.52,108.215,-101.3519,-31.401,3.1017,-106.5271,-31.8354,3.1007,-104.4526
104.0,23.521,108.231,-103.0971,-30.2295,3.1024,-105.6688,-30.5992,3.1002,-106.1973
105.0,23.521,108.247,-102.5975,-29.4645,3.1031,-104.7518,-29.4691,3.1009,-105.6984
106.0,23.522,108.263,-97.8648,-27.9999,3.1039,-103.7771,-28.4368,3.1098,-100.9746
107.0,23.522,108.279,-99.7127,-27.3595,3.1046,-102.7458,-27.4963,3.1099,-102.8226
108.0,23.523,108.295,-95.9012,-26.2997,3.1053,-101.6591,-26.6434,3.11,-99.0112
109.0,23.523,108.311,-99.5098,-26.2872,3.106,-100.5183,-25.8758,3.11,-102.6198
110.0,23.523,108.327,-95.4405,-24.4972,3.1068,-99.3245,-25.1926,3.1101,-98.5506
111.0,23.524,108.343,-91.8651,-24.5063,3.1075,-98.0792,-24.5944,3.1101,-94.9752
112.0,23.524,108.359,-93.631,-25.1822,3.1082,-96.7838,-24.0829,3.1104,-96.7414
113.0,23.525,108.375,-92.7268,-22.9977,3.1089,-95.4397,-23.6615,3.1101,-95.8369
114.0,23.525,108.391,-92.6905,-23.3331,3.1097,-94.0485,-23.3351,3.1102,-95.8007
115.0,23.526,108.407,-87.8779,-23.2688,3.1104,-92.6118,-23.1106,3.1098,-90.9877
116.0,23.526,108.423,-89.1752,-23.2394,3.1111,-91.1311,-22.9972,3.1096,-92.2848
117.0,23.527,108.439,-86.6386,-22.8312,3.1119,-89.6082,-23.007,3.11,-89.7486
118.0,23.527,108.455,-86.784,-23.5118,3.1126,-88.0448,-23.1565,3.1101,-89.8941
119.0,23.527,108.471,-80.9941,-23.6989,3.1133,-86.4428,-23.4681,3.11,-84.1041
120.0,23.528,108.487,-79.9575,-24.1947,3.1141,-84.8038,-23.9735,3.1186,-83.0761
121.0,23.528,108.503,-80.0626,-24.8357,3.1148,-83.13,-24.7188,3.1189,-83.1815
122.0,23.529,108.519,-80.0387,-25.9818,3.1155,-81.423,-25.7758,3.1189,-83.1576
123.0,23.529,108.535,-74.2649,-26.924,3.1163,-79.685,-27.2651,3.119,-77.3839
124.0,23.53,108.551,-75.3499,-29.3071,3.117,-77.918,-29.4156,3.1192,-78.4691
125.0,23.53,108.567,-74.664,-32.5972,3.1177,-76.1239,-32.7544,3.1192,-77.7832
126.0,23.531,108.583,-73.8297,-38.8427,3.1185,-74.305,-39.087,3.1192,-76.9489
127.0,23.531,108.599,-70.3129,-50.0372,3.1192,-72.4632,-50.0,3.119,-73.4319
128.0,23.531,108.615,-69.6627,-36.8143,3.1199,-70.6007,-36.4062,3.119,-72.7817
129.0,23.532,108.631,-66.5334,-30.0961,3.1207,-68.7198,-30.8182,3.119,-69.6524
130.0,23.532,108.647,-62.5846,-27.1117,3.1214,-66.8226,-27.4827,3.1191,-65.7037
131.0,23.533,108.663,-62.3523,-24.5358,3.1222,-64.9114,-25.1809,3.1191,-65.4714
132.0,23.533,108.679,-59.332,-23.0992,3.1229,-62.9884,-23.5131,3.1192,-62.4512
133.0,23.534,108.695,-59.0173,-22.4881,3.1237,-61.0559,-22.3039,3.1232,-62.1405
134.0,23.534,108.711,-55.894,-22.4074,3.1244,-59.1162,-21.4682,3.122,-59.016
135.0,23.535,108.727,-51.1651,-21.458,3.1251,-57.1716,-20.9663,3.122,-54.2871
136.0,23.535,108.743,-52.6212,-20.5338,3.1259,-55.2244,-20.7884,3.122,-55.7432
137.0,23.536,108.759,-49.5736,-20.9907,3.1266,-53.2769,-20.95,3.122,-52.6956
138.0,23.536,108.775,-50.5524,-21.6644,3.1274,-51.3315,-21.4965,3.1219,-53.6743
139.0,23.537,108.791,-43.9823,-23.5172,3.1281,-49.3906,-22.519,3.1331,-47.1154
140.0,23.537,108.807,-45.0434,-24.2043,3.1289,-47.4564,-24.1991,3.1331,-48.1765
141.0,23.537,108.823,-40.826,-27.376,3.1296,-45.5314,-26.9433,3.1327,-43.9587
142.0,23.538,108.839,-40.6722,-32.2677,3.1304,-43.6178,-31.978,3.1327,-43.8049
143.0,23.538,108.855,-37.6695,-49.66,3.1311,-41.718,-50.0,3.1323,-40.8018
144.0,23.539,108.871,-35.696,-34.1117,3.1319,-39.8344,-33.7,3.1322,-38.8282
145.0,23.539,108.887,-35.5152,-27.3563,3.1326,-37.9692,-26.9828,3.132,-38.6472
146.0,23.54,108.903,-31.3535,-23.2655,3.1334,-36.1247,-23.3397,3.1352,-34.4887
147.0,23.54,108.919,-32.3077,-20.6329,3.1341,-34.3033,-20.9818,3.1352,-35.4429
148.0,23.541,108.935,-28.2055,-19.5645,3.1349,-32.5073,-19.4034,3.1354,-31.3409
149.0,23.541,108.951,-28.1884,-17.8169,3.1357,-30.7387,-18.4038,3.1354,-31.3238
150.0,23.542,108.967,-25.3392,-18.4133,3.1364,-29.0,-17.9018,3.1355,-28.4747
151.0,23.542,108.983,-24.8491,-18.4651,3.1372,-27.2932,-17.8835,3.1356,-27.9847
152.0,23.543,108.999,-22.4077,-19.0098,3.1379,-25.6206,-18.3941,3.1359,-25.5436
153.0,23.543,109.015,-22.4577,-20.2228,3.1387,-23.9843,-19.562,3.1362,-25.5939
154.0,23.544,109.031,-18.8756,-21.5546,3.1395,-22.3864,-21.6892,3.1374,-22.013
155.0,23.544,109.047,-17.6224,-26.0044,3.1402,-20.8289,-25.6133,3.1381,-20.7605
156.0,23.544,109.063,-16.9831,-36.1977,3.141,-19.3139,-35.6336,3.1389,-20.122
157.0,23.545,109.079,-14.7841,-32.3758,3.1417,-17.8433,-32.5277,3.1398,-17.9239
158.0,23.545,109.095,-13.0756,-23.2791,3.1425,-16.4191,-23.6086,3.14,-16.2156
159.0,23.546,109.111,-12.8244,-18.9059,3.1433,-15.0431,-19.3262,3.1471,-15.9715
160.0,23.546,109.127,-10.7664,-16.3012,3.144,-13.7173,-16.6513,3.1477,-13.9141
161.0,23.547,109.143,-10.8068,-15.2627,3.1448,-12.4433,-14.8954,3.1475,-13.9543
162.0,23.547,109.159,-4.5588,-13.699,3.1456,-11.2229,-13.8095,3.1495,-7.7083
163.0,23.548,109.175,-5.3228,-13.1049,3.1463,-10.0578,-13.3036,3.1496,-8.4724
